timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
129.00;0.00;0.00;0.00;0.00;0.00;131.23;HBEFA3/HDV;0.00;0.00;truck8;155035514#1_1;59.42;11.53;!truck8!var#1;4.88;truck_truck;0.00;1627.56;719.20
129.00;25.86;17930.36;0.00;151.30;3.13;350.67;HBEFA3/HDV;0.00;7.60;truck9;169923278#1_1;76.10;57.04;!truck9!var#1;13.76;truck_truck;0.00;1622.59;1199.09
129.00;0.00;2604.19;0.06;0.83;0.02;248.51;HBEFA3/PC_G_EU4;0.00;1.12;veh0;169923246#3_1;64.71;173.11;!veh0!var#1;13.84;veh_passenger;0.00;1247.28;604.94
129.00;0.00;0.00;0.00;0.00;0.00;281.20;HBEFA3/PC_G_EU4;0.00;0.00;veh14;380698877#1_2;63.03;74.49;!veh14!var#1;12.87;veh_passenger;0.00;1014.25;558.95
129.00;0.00;0.00;0.00;0.00;0.00;80.69;HBEFA3/PC_G_EU4;0.00;0.00;veh16;380698883#1_1;59.84;30.31;!veh16!var#1;10.29;veh_passenger;0.00;1241.51;693.08
129.00;52.57;4396.99;0.34;1.73;0.07;349.50;HBEFA3/PC_G_EU4;0.00;1.89;veh17;380698886#1_1;65.15;97.60;!veh17!var#1;11.59;veh_passenger;0.00;1055.72;1148.79
129.00;92.14;3542.76;0.50;1.47;0.06;169.77;HBEFA3/PC_G_EU4;0.00;1.52;veh20;-154300830#1_1;62.57;93.25;!veh20!var#1;6.04;veh_passenger;0.00;1574.02;899.40
129.00;75.31;2573.89;0.40;1.02;0.04;311.25;HBEFA3/PC_G_EU4;0.00;1.11;veh21;-225052927#1_1;59.97;35.97;!veh21!var#1;5.80;veh_passenger;0.00;1702.80;657.51
129.00;115.23;3994.09;0.62;1.71;0.08;260.29;HBEFA3/PC_G_EU4;0.00;1.72;veh23;:1656775958_1_0;64.17;3.97;!veh23!var#1;4.99;veh_passenger;0.00;1076.54;1048.10
129.00;0.00;0.00;0.00;0.00;0.00;243.80;HBEFA3/PC_G_EU4;0.00;0.00;veh24;225052911#1_1;63.31;113.82;!veh24!var#1;12.59;veh_passenger;0.00;2069.44;801.93
129.00;4.66;3426.47;0.10;1.16;0.04;260.62;HBEFA3/PC_G_EU4;0.00;1.47;veh26;-380698887#3_1;66.57;61.23;!veh26!var#1;16.18;veh_passenger;0.00;1392.14;972.87
129.00;0.00;0.00;0.00;0.00;0.00;350.32;HBEFA3/PC_G_EU4;0.00;0.00;veh3;-154297409_1;62.55;235.12;!veh3!var#1;13.00;veh_passenger;0.00;1277.06;1448.40
129.00;145.91;6676.60;0.82;2.93;0.14;157.10;HBEFA3/PC_G_EU4;0.00;2.87;veh5;155035451_1;69.94;4.16;!veh5!var#1;6.92;veh_passenger;0.00;1603.67;743.58
129.00;32.17;3950.18;0.24;1.48;0.05;276.83;HBEFA3/PC_G_EU4;0.00;1.70;veh6;380698877#1_2;65.34;51.84;!veh6!var#1;13.11;veh_passenger;0.00;1036.84;555.53
129.00;0.00;0.00;0.00;0.00;0.00;276.14;HBEFA3/PC_G_EU4;0.00;0.00;veh7;-154979262#2_1;62.23;107.71;!veh7!var#1;11.59;veh_passenger;0.00;1662.67;423.66
129.00;0.00;0.00;0.00;0.00;0.00;276.27;HBEFA3/PC_G_EU4;0.00;0.00;veh8;169923245#0_1;61.76;16.92;!veh8!var#1;11.02;veh_passenger;0.00;2061.79;984.81
130.00;0.00;0.00;0.00;0.00;0.00;311.22;Zero/default;0.00;0.00;bike0;:cluster_1440540116_1810807135_6_0;0.00;3.65;!bike0!var#1;5.42;bike_bicycle;0.00;1691.45;667.46
130.00;0.00;0.00;0.00;0.00;0.00;220.25;Zero/default;0.00;0.00;bike1;169923246#0_1;0.00;2.38;!bike1!var#1;5.19;bike_bicycle;0.00;1682.85;824.17
130.00;0.00;0.00;0.00;0.00;0.00;81.21;Zero/default;0.00;0.00;bike10;152907345#1_1;0.00;75.88;!bike10!var#1;5.18;bike_bicycle;0.00;943.13;895.59
130.00;0.00;0.00;0.00;0.00;0.00;53.24;Zero/default;0.00;0.00;bike11;169923248#1_1;0.00;8.87;!bike11!var#1;5.40;bike_bicycle;0.00;1740.05;848.19
130.00;0.00;0.00;0.00;0.00;0.00;169.79;Zero/default;0.00;0.00;bike12;:1668538605_13_0;0.00;0.44;!bike12!var#1;5.52;bike_bicycle;0.00;1576.90;883.44
130.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike13;380698885#3_1;0.00;36.61;!bike13!var#1;4.96;bike_bicycle;0.00;1287.09;1077.91
130.00;0.00;0.00;0.00;0.00;0.00;95.41;Zero/default;0.00;0.00;bike14;574628081#3_0;0.00;67.42;!bike14!var#1;5.08;bike_bicycle;0.00;1489.59;663.31
130.00;0.00;0.00;0.00;0.00;0.00;12.13;Zero/default;0.00;0.00;bike2;225052913#0_1;0.00;24.17;!bike2!var#1;5.05;bike_bicycle;0.00;1685.03;708.66
130.00;0.00;0.00;0.00;0.00;0.00;261.98;Zero/default;0.00;0.00;bike5;-152907380#0_1;0.00;49.03;!bike5!var#1;5.52;bike_bicycle;0.00;885.30;1014.89
130.00;0.00;0.00;0.00;0.00;0.00;252.39;Zero/default;0.00;0.00;bike7;169923245#1_1;0.00;37.26;!bike7!var#1;4.97;bike_bicycle;0.00;1920.69;990.10
130.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike8;380698885#5_1;0.00;70.10;!bike8!var#1;5.06;bike_bicycle;0.00;1516.75;1112.93
130.00;0.00;0.00;0.00;0.00;0.00;169.27;Zero/default;0.00;0.00;bike9;152907246_1;0.00;63.38;!bike9!var#1;5.37;bike_bicycle;0.00;777.45;784.34
130.00;34.10;21413.10;6.91;166.37;3.64;303.05;HBEFA3/Bus;0.00;9.13;bus0;-152907313#1_1;75.58;19.25;!bus0!var#1;9.61;bus_bus;0.00;928.17;1170.22
130.00;0.00;0.00;0.00;0.00;0.00;260.90;HBEFA3/Bus;0.00;0.00;bus2;-152907345#0_1;75.48;40.41;!bus2!var#1;13.67;bus_bus;0.00;813.50;878.53
130.00;49.73;36108.20;8.82;268.45;5.36;80.73;HBEFA3/Bus;0.00;15.40;bus3;:1668526861_3_0;79.47;12.83;!bus3!var#1;12.38;bus_bus;0.00;1210.05;687.93
130.00;0.00;0.00;0.00;0.00;0.00;254.95;HBEFA3/Bus;0.00;0.00;bus4;169923246#3_1;74.60;5.88;!bus4!var#1;13.50;bus_bus;0.00;1403.32;664.75
130.00;40.33;26273.49;7.56;202.25;4.29;45.69;HBEFA3/Bus;0.00;11.20;bus5;:cluster_1440540058_8597843847_20_0;77.21;13.04;!bus5!var#1;8.36;bus_bus;0.00;2195.28;847.17
130.00;40.87;26698.02;7.61;205.37;4.35;259.82;HBEFA3/Bus;0.00;11.39;bus6;:1656631882_0_0;77.39;3.95;!bus6!var#1;8.26;bus_bus;0.00;1038.54;1041.40
130.00;25.16;15410.15;6.11;119.56;2.74;350.41;HBEFA3/Bus;0.00;6.57;bus7;-154297413_1;75.87;245.36;!bus7!var#1;13.72;bus_bus;0.00;1076.76;1425.18
130.00;30.83;20306.11;6.75;154.49;3.35;170.27;HBEFA3/Bus;0.00;8.66;bus8;169923332#3_1;76.67;27.80;!bus8!var#1;13.70;bus_bus;0.00;1484.54;825.30
130.00;95.47;4018.22;0.47;0.92;0.16;350.12;HBEFA3/LDV_G_EU6;0.00;1.73;moto2;-154297409_1;64.48;453.54;!moto2!var#1;10.98;moto_motorcycle;0.00;1241.71;1663.99
130.00;36.36;2622.37;0.20;0.65;0.06;260.57;HBEFA3/LDV_G_EU6;0.00;1.13;moto4;-152907345#2_1;62.75;29.48;!moto4!var#1;10.64;moto_motorcycle;0.00;1022.42;911.82
130.00;0.00;0.00;0.00;0.00;0.00;314.93;HBEFA3/LDV_G_EU6;0.00;0.00;moto6;-154979233#1_1;61.35;23.82;!moto6!var#1;12.66;moto_motorcycle;0.00;1395.58;461.43
130.00;0.00;0.00;0.00;0.00;0.00;276.14;HBEFA3/LDV_G_EU6;0.00;0.00;moto8;-154979262#2_1;59.62;5.15;!moto8!var#1;7.81;moto_motorcycle;0.00;1764.64;412.69
130.00;28.18;20017.36;0.00;167.70;3.38;303.05;HBEFA3/HDV;0.00;8.49;truck0;-152907313#1_1;76.37;91.04;!truck0!var#1;13.67;truck_truck;0.00;867.98;1209.39
130.00;0.00;0.00;0.00;0.00;0.00;221.45;HBEFA3/HDV;0.00;0.00;truck11;169359373#0_1;74.70;5.36;!truck11!var#1;13.39;truck_truck;0.00;2037.60;779.07
130.00;0.00;0.00;0.00;0.00;0.00;224.66;HBEFA3/HDV;0.00;0.00;truck12;:1440540083_1_0;67.96;11.05;!truck12!var#1;4.83;truck_truck;0.00;1689.34;831.64
130.00;37.20;27859.24;0.00;233.47;4.43;131.25;HBEFA3/HDV;0.00;11.81;truck13;:cluster_1440540116_1810807135_12_0;76.70;23.17;!truck13!var#1;9.80;truck_truck;0.00;1689.90;664.56
130.00;34.74;25682.71;0.00;215.82;4.15;165.27;HBEFA3/HDV;0.00;10.89;truck14;-154289444#0_1;76.22;36.99;!truck14!var#1;10.35;truck_truck;0.00;2062.19;1206.53
130.00;38.32;28830.80;0.00;241.66;4.56;311.24;HBEFA3/HDV;0.00;12.22;truck15;-205860479_1;76.97;7.91;!truck15!var#1;9.28;truck_truck;0.00;1668.64;687.45
130.00;37.85;28720.33;0.00;235.56;4.43;350.02;HBEFA3/HDV;0.00;12.18;truck16;169923278#2_1;77.81;51.67;!truck16!var#1;13.78;truck_truck;0.00;1602.68;1316.12
130.00;36.45;27252.58;0.00;227.65;4.33;311.24;HBEFA3/HDV;0.00;11.55;truck17;-205860479_1;76.65;31.64;!truck17!var#1;10.73;truck_truck;0.00;1650.79;703.10
130.00;49.01;38515.05;0.00;316.17;5.70;80.90;HBEFA3/HDV;0.00;16.33;truck2;152907345#0_1;79.44;47.97;!truck2!var#1;10.27;truck_truck;0.00;829.62;877.87
130.00;26.85;18827.71;0.00;158.27;3.24;80.69;HBEFA3/HDV;0.00;7.98;truck3;380698883#3_1;76.25;21.24;!truck3!var#1;13.79;truck_truck;0.00;1434.17;724.65
130.00;0.00;0.00;0.00;0.00;0.00;248.51;HBEFA3/HDV;0.00;0.00;truck4;169923246#3_1;74.91;80.08;!truck4!var#1;13.39;truck_truck;0.00;1333.80;639.01
130.00;0.00;0.00;0.00;0.00;0.00;75.45;HBEFA3/HDV;0.00;0.00;truck5;-225052904#1_1;64.73;83.59;!truck5!var#1;8.11;truck_truck;0.00;2062.99;1163.36
130.00;18.65;10847.21;0.00;105.94;2.49;261.98;HBEFA3/HDV;0.00;4.60;truck6;-152907380#0_1;70.26;38.55;!truck6!var#1;5.18;truck_truck;0.00;895.68;1016.35
130.00;35.51;26659.52;0.00;218.76;4.17;349.44;HBEFA3/HDV;0.00;11.30;truck7;-154297413_1;77.71;642.04;!truck7!var#1;14.39;truck_truck;0.00;1017.71;1817.38
130.00;25.80;17309.58;0.00;156.00;3.27;131.22;HBEFA3/HDV;0.00;7.34;truck8;:1810807114_6_0;73.46;3.50;!truck8!var#1;5.55;truck_truck;0.00;1631.74;715.54
130.00;21.86;14330.33;0.00;123.16;2.70;350.67;HBEFA3/HDV;0.00;6.08;truck9;169923278#1_1;75.60;70.81;!truck9!var#1;13.77;truck_truck;0.00;1620.36;1212.67
130.00;57.89;5664.62;0.40;2.25;0.10;248.51;HBEFA3/PC_G_EU4;0.00;2.43;veh0;169923246#3_1;67.39;187.79;!veh0!var#1;14.69;veh_passenger;0.00;1233.63;599.56
130.00;0.00;0.00;0.00;0.00;0.00;283.52;HBEFA3/PC_G_EU4;0.00;0.00;veh14;380698877#1_2;63.44;87.23;!veh14!var#1;12.74;veh_passenger;0.00;1001.69;561.64
130.00;64.38;4818.74;0.41;1.94;0.08;80.69;HBEFA3/PC_G_EU4;0.00;2.07;veh16;380698883#1_1;65.53;41.51;!veh16!var#1;11.20;veh_passenger;0.00;1252.57;694.89
130.00;0.00;0.00;0.00;0.00;0.00;349.50;HBEFA3/PC_G_EU4;0.00;0.00;veh17;380698886#1_1;56.58;106.73;!veh17!var#1;9.13;veh_passenger;0.00;1054.06;1157.77
130.00;0.00;0.00;0.00;0.00;0.00;169.77;HBEFA3/PC_G_EU4;0.00;0.00;veh20;-154300830#1_1;56.03;98.62;!veh20!var#1;5.36;veh_passenger;0.00;1574.97;894.12
130.00;0.00;0.00;0.00;0.00;0.00;311.25;HBEFA3/PC_G_EU4;0.00;0.00;veh21;-225052927#1_1;53.51;40.55;!veh21!var#1;4.58;veh_passenger;0.00;1699.36;660.52
130.00;104.52;4311.66;0.58;1.83;0.08;260.25;HBEFA3/PC_G_EU4;0.00;1.85;veh23;:1656775958_1_0;64.51;10.28;!veh23!var#1;6.32;veh_passenger;0.00;1070.31;1047.03
130.00;98.43;7441.49;0.63;3.11;0.14;239.91;HBEFA3/PC_G_EU4;0.00;3.20;veh24;225052911#1_1;68.84;127.81;!veh24!var#1;13.99;veh_passenger;0.00;2057.08;795.47
130.00;0.00;0.00;0.00;0.00;0.00;260.62;HBEFA3/PC_G_EU4;0.00;0.00;veh26;-380698887#3_1;64.50;76.74;!veh26!var#1;15.51;veh_passenger;0.00;1376.84;970.34
130.00;9.20;2853.88;0.11;0.96;0.03;350.32;HBEFA3/PC_G_EU4;0.00;1.23;veh3;-154297409_1;64.48;248.28;!veh3!var#1;13.17;veh_passenger;0.00;1274.85;1461.38
130.00;0.00;0.00;0.00;0.00;0.00;143.68;HBEFA3/PC_G_EU4;0.00;0.00;veh5;155035451_1;52.17;9.24;!veh5!var#1;5.08;veh_passenger;0.00;1606.52;739.68
130.00;0.00;0.00;0.00;0.00;0.00;277.48;HBEFA3/PC_G_EU4;0.00;0.00;veh6;380698877#1_2;62.62;64.47;!veh6!var#1;12.63;veh_passenger;0.00;1024.20;557.19
130.00;0.00;0.00;0.00;0.00;0.00;276.14;HBEFA3/PC_G_EU4;0.00;0.00;veh7;-154979262#2_1;54.64;115.82;!veh7!var#1;8.12;veh_passenger;0.00;1654.60;424.52
130.00;50.78;4366.86;0.33;1.71;0.07;276.27;HBEFA3/PC_G_EU4;0.00;1.88;veh8;169923245#0_1;65.17;28.65;!veh8!var#1;11.73;veh_passenger;0.00;2050.14;986.09
131.00;0.00;0.00;0.00;0.00;0.00;311.22;Zero/default;0.00;0.00;bike0;:cluster_1440540116_1810807135_6_0;0.00;8.68;!bike0!var#1;5.03;bike_bicycle;0.00;1687.66;670.78
131.00;0.00;0.00;0.00;0.00;0.00;220.25;Zero/default;0.00;0.00;bike1;169923246#0_1;0.00;7.72;!bike1!var#1;5.34;bike_bicycle;0.00;1679.40;820.10
131.00;0.00;0.00;0.00;0.00;0.00;81.21;Zero/default;0.00;0.00;bike10;152907345#1_1;0.00;81.43;!bike10!var#1;5.55;bike_bicycle;0.00;948.62;896.44
131.00;0.00;0.00;0.00;0.00;0.00;53.24;Zero/default;0.00;0.00;bike11;169923248#1_1;0.00;14.15;!bike11!var#1;5.28;bike_bicycle;0.00;1744.31;851.37
131.00;0.00;0.00;0.00;0.00;0.00;169.86;Zero/default;0.00;0.00;bike12;:1668538605_13_0;0.00;5.95;!bike12!var#1;5.51;bike_bicycle;0.00;1577.87;878.02
131.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike13;380698885#3_1;0.00;41.81;!bike13!var#1;5.20;bike_bicycle;0.00;1292.23;1078.69
131.00;0.00;0.00;0.00;0.00;0.00;92.37;Zero/default;0.00;0.00;bike14;574628081#3_0;0.00;72.63;!bike14!var#1;5.21;bike_bicycle;0.00;1494.80;663.10
131.00;0.00;0.00;0.00;0.00;0.00;12.13;Zero/default;0.00;0.00;bike2;225052913#0_1;0.00;29.38;!bike2!var#1;5.22;bike_bicycle;0.00;1686.12;713.75
131.00;0.00;0.00;0.00;0.00;0.00;261.98;Zero/default;0.00;0.00;bike5;-152907380#0_1;0.00;54.18;!bike5!var#1;5.16;bike_bicycle;0.00;880.19;1014.17
131.00;0.00;0.00;0.00;0.00;0.00;252.39;Zero/default;0.00;0.00;bike7;169923245#1_1;0.00;42.64;!bike7!var#1;5.38;bike_bicycle;0.00;1915.59;988.48
131.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike8;380698885#5_1;0.00;75.06;!bike8!var#1;4.96;bike_bicycle;0.00;1521.65;1113.68
131.00;0.00;0.00;0.00;0.00;0.00;173.58;Zero/default;0.00;0.00;bike9;152907246_1;0.00;68.56;!bike9!var#1;5.18;bike_bicycle;0.00;778.31;779.18
131.00;42.27;28868.47;7.89;218.63;4.53;303.05;HBEFA3/Bus;0.00;12.31;bus0;-152907313#1_1;77.68;29.79;!bus0!var#1;10.54;bus_bus;0.00;919.33;1175.97
131.00;28.34;18229.20;6.48;139.51;3.08;260.90;HBEFA3/Bus;0.00;7.78;bus2;-152907345#0_1;76.40;54.28;!bus2!var#1;13.87;bus_bus;0.00;799.80;876.34
131.00;39.63;27633.92;7.71;207.41;4.28;80.69;HBEFA3/Bus;0.00;11.79;bus3;380698883#1_1;77.77;11.45;!bus3!var#1;13.01;bus_bus;0.00;1222.90;690.03
131.00;0.00;0.00;0.00;0.00;0.00;251.27;HBEFA3/Bus;0.00;0.00;bus4;169923246#3_1;74.58;19.19;!bus4!var#1;13.31;bus_bus;0.00;1390.71;660.56
131.00;39.87;26270.37;7.55;201.31;4.25;350.87;HBEFA3/Bus;0.00;11.20;bus5;130888849_1;77.01;5.32;!bus5!var#1;9.29;bus_bus;0.00;2192.06;855.33
131.00;37.54;24170.95;7.28;186.54;4.00;259.45;HBEFA3/Bus;0.00;10.31;bus6;-152907380#1_1;76.38;0.53;!bus6!var#1;9.09;bus_bus;0.00;1029.60;1039.73
131.00;0.00;0.00;0.00;0.00;0.00;350.47;HBEFA3/Bus;0.00;0.00;bus7;-154297413_1;74.96;258.94;!bus7!var#1;13.59;bus_bus;0.00;1074.51;1438.58
131.00;0.00;0.00;0.00;0.00;0.00;170.27;HBEFA3/Bus;0.00;0.00;bus8;169923332#3_1;75.36;41.46;!bus8!var#1;13.66;bus_bus;0.00;1486.85;811.84
131.00;109.47;4508.35;0.54;1.02;0.19;350.12;HBEFA3/LDV_G_EU6;0.00;1.94;moto2;-154297409_1;65.26;465.26;!moto2!var#1;11.72;moto_motorcycle;0.00;1239.69;1675.54
131.00;0.00;0.00;0.00;0.00;0.00;260.57;HBEFA3/LDV_G_EU6;0.00;0.00;moto4;-152907345#2_1;59.53;39.29;!moto4!var#1;9.82;moto_motorcycle;0.00;1012.74;910.21
131.00;0.00;0.00;0.00;0.00;0.00;315.30;HBEFA3/LDV_G_EU6;0.00;0.00;moto6;-154979233#1_1;61.40;35.69;!moto6!var#1;11.87;moto_motorcycle;0.00;1387.09;469.92
131.00;470.38;12405.65;2.15;2.55;0.76;276.14;HBEFA3/LDV_G_EU6;0.00;5.33;moto8;-154979262#2_1;76.08;16.45;!moto8!var#1;11.30;moto_motorcycle;0.00;1753.41;413.90
131.00;0.00;0.00;0.00;0.00;0.00;221.42;HBEFA3/HDV;0.00;0.00;truck11;169359373#0_1;74.85;18.64;!truck11!var#1;13.28;truck_truck;0.00;2028.82;769.11
131.00;17.84;10099.10;0.00;100.46;2.41;221.98;HBEFA3/HDV;0.00;4.28;truck12;:1440540083_1_0;69.78;15.91;!truck12!var#1;4.86;truck_truck;0.00;1686.12;828.00
131.00;47.06;36814.30;0.00;302.12;5.48;131.25;HBEFA3/HDV;0.00;15.61;truck13;225052927#1_1;78.92;8.03;!truck13!var#1;10.92;truck_truck;0.00;1698.12;657.36
131.00;41.85;32141.70;0.00;265.27;4.91;165.27;HBEFA3/HDV;0.00;13.63;truck14;-154289444#0_1;77.84;48.21;!truck14!var#1;11.22;truck_truck;0.00;2065.04;1195.67
131.00;44.33;34311.86;0.00;283.23;5.19;311.24;HBEFA3/HDV;0.00;14.55;truck15;-205860479_1;78.34;18.26;!truck15!var#1;10.36;truck_truck;0.00;1660.85;694.28
131.00;0.00;0.00;0.00;0.00;0.00;350.02;HBEFA3/HDV;0.00;0.00;truck16;169923278#2_1;73.43;64.92;!truck16!var#1;13.25;truck_truck;0.00;1600.38;1329.15
131.00;0.00;0.00;0.00;0.00;0.00;311.24;HBEFA3/HDV;0.00;0.00;truck17;-205860479_1;67.40;40.72;!truck17!var#1;9.08;truck_truck;0.00;1643.96;709.08
131.00;43.03;33202.69;0.00;273.59;5.04;80.90;HBEFA3/HDV;0.00;14.08;truck2;152907345#0_1;78.08;59.16;!truck2!var#1;11.19;truck_truck;0.00;840.67;879.64
131.00;0.00;0.00;0.00;0.00;0.00;80.69;HBEFA3/HDV;0.00;0.00;truck3;380698883#3_1;73.45;34.50;!truck3!var#1;13.26;truck_truck;0.00;1447.26;726.80
131.00;36.45;27469.88;0.00;225.68;4.28;248.51;HBEFA3/HDV;0.00;11.65;truck4;169923246#3_1;77.64;93.96;!truck4!var#1;13.88;truck_truck;0.00;1320.89;633.92
131.00;0.00;0.00;0.00;0.00;0.00;75.45;HBEFA3/HDV;0.00;0.00;truck5;-225052904#1_1;57.57;87.70;!truck5!var#1;4.11;truck_truck;0.00;2066.97;1164.39
131.00;22.35;14200.56;0.00;131.70;2.89;261.98;HBEFA3/HDV;0.00;6.02;truck6;-152907380#0_1;71.95;44.11;!truck6!var#1;5.56;truck_truck;0.00;890.17;1015.58
131.00;28.60;20453.67;0.00;170.03;3.41;349.44;HBEFA3/HDV;0.00;8.67;truck7;-154297413_1;76.90;656.63;!truck7!var#1;14.59;truck_truck;0.00;1015.03;1831.72
131.00;29.55;20736.70;0.00;181.82;3.66;131.21;HBEFA3/HDV;0.00;8.79;truck8;205860479_1;74.74;0.46;!truck8!var#1;6.37;truck_truck;0.00;1636.53;711.35
131.00;0.00;0.00;0.00;0.00;0.00;350.67;HBEFA3/HDV;0.00;0.00;truck9;169923278#1_1;74.78;84.39;!truck9!var#1;13.58;truck_truck;0.00;1618.16;1226.08
131.00;0.00;0.00;0.00;0.00;0.00;248.51;HBEFA3/PC_G_EU4;0.00;0.00;veh0;169923246#3_1;62.37;201.36;!veh0!var#1;13.56;veh_passenger;0.00;1221.01;594.59
131.00;50.05;4941.05;0.34;1.94;0.08;287.64;HBEFA3/PC_G_EU4;0.00;2.12;veh14;380698877#1_2;66.36;100.72;!veh14!var#1;13.49;veh_passenger;0.00;988.71;565.77
131.00;19.55;2715.50;0.15;0.94;0.03;80.69;HBEFA3/PC_G_EU4;0.00;1.17;veh16;380698883#1_1;63.30;52.90;!veh16!var#1;11.39;veh_passenger;0.00;1263.81;696.74
131.00;0.00;0.00;0.00;0.00;0.00;1.11;HBEFA3/PC_G_EU4;0.00;0.00;veh17;:3529486363_2_0;50.01;3.33;!veh17!var#1;5.46;veh_passenger;0.00;1054.07;1163.10
131.00;0.00;0.00;0.00;0.00;0.00;169.77;HBEFA3/PC_G_EU4;0.00;0.00;veh20;-154300830#1_1;57.11;103.66;!veh20!var#1;5.04;veh_passenger;0.00;1575.87;889.16
131.00;86.54;2499.48;0.45;1.01;0.04;311.25;HBEFA3/PC_G_EU4;0.00;1.07;veh21;-225052927#1_1;59.27;45.38;!veh21!var#1;4.83;veh_passenger;0.00;1695.73;663.71
131.00;116.70;5927.82;0.67;2.54;0.12;260.00;HBEFA3/PC_G_EU4;0.00;2.55;veh23;-380698885#0_1;67.41;5.96;!veh23!var#1;8.13;veh_passenger;0.00;1062.30;1045.62
131.00;0.00;0.00;0.00;0.00;0.00;233.75;HBEFA3/PC_G_EU4;0.00;0.00;veh24;:1550539582_1_0;64.43;7.05;!veh24!var#1;13.92;veh_passenger;0.00;2045.50;787.81
131.00;0.00;0.00;0.00;0.00;0.00;260.60;HBEFA3/PC_G_EU4;0.00;0.00;veh26;:1668506379_1_0;65.21;5.84;!veh26!var#1;15.34;veh_passenger;0.00;1361.71;967.84
131.00;0.00;0.00;0.00;0.00;0.00;351.08;HBEFA3/PC_G_EU4;0.00;0.00;veh3;-154297409_1;64.02;261.44;!veh3!var#1;13.15;veh_passenger;0.00;1272.75;1474.37
131.00;126.26;5821.41;0.71;2.52;0.12;138.84;HBEFA3/PC_G_EU4;0.00;2.50;veh5;:cluster_1674514525_5804234623_32_0;67.77;4.27;!veh5!var#1;7.09;veh_passenger;0.00;1611.12;734.43
131.00;0.00;0.00;0.00;0.00;0.00;281.20;HBEFA3/PC_G_EU4;0.00;0.00;veh6;380698877#1_2;63.03;76.90;!veh6!var#1;12.43;veh_passenger;0.00;1011.86;559.42
131.00;0.00;0.00;0.00;0.00;0.00;276.14;HBEFA3/PC_G_EU4;0.00;0.00;veh7;-154979262#2_1;48.34;120.41;!veh7!var#1;4.59;veh_passenger;0.00;1650.04;425.01
131.00;0.00;0.00;0.00;0.00;0.00;276.27;HBEFA3/PC_G_EU4;0.00;0.00;veh8;169923245#0_1;60.83;39.67;!veh8!var#1;11.02;veh_passenger;0.00;2039.19;987.29
132.00;0.00;0.00;0.00;0.00;0.00;311.22;Zero/default;0.00;0.00;bike0;:cluster_1440540116_1810807135_6_0;0.00;13.98;!bike0!var#1;5.30;bike_bicycle;0.00;1683.67;674.27
132.00;0.00;0.00;0.00;0.00;0.00;220.25;Zero/default;0.00;0.00;bike1;169923246#0_1;0.00;12.99;!bike1!var#1;5.27;bike_bicycle;0.00;1676.00;816.08
132.00;0.00;0.00;0.00;0.00;0.00;80.91;Zero/default;0.00;0.00;bike10;:1656776124_9_0;0.00;1.57;!bike10!var#1;5.03;bike_bicycle;0.00;953.59;897.22
132.00;0.00;0.00;0.00;0.00;0.00;60.91;Zero/default;0.00;0.00;bike11;169923248#1_1;0.00;19.39;!bike11!var#1;5.24;bike_bicycle;0.00;1748.79;854.15
132.00;0.00;0.00;0.00;0.00;0.00;169.86;Zero/default;0.00;0.00;bike12;:1668538605_13_0;0.00;10.94;!bike12!var#1;4.99;bike_bicycle;0.00;1578.74;873.10
132.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike13;380698885#3_1;0.00;47.05;!bike13!var#1;5.23;bike_bicycle;0.00;1297.41;1079.48
132.00;0.00;0.00;0.00;0.00;0.00;92.20;Zero/default;0.00;0.00;bike14;574628081#3_0;0.00;77.72;!bike14!var#1;5.10;bike_bicycle;0.00;1499.89;662.89
132.00;0.00;0.00;0.00;0.00;0.00;12.13;Zero/default;0.00;0.00;bike2;225052913#0_1;0.00;34.50;!bike2!var#1;5.11;bike_bicycle;0.00;1687.19;718.74
132.00;0.00;0.00;0.00;0.00;0.00;261.98;Zero/default;0.00;0.00;bike5;-152907380#0_1;0.00;59.24;!bike5!var#1;5.05;bike_bicycle;0.00;875.19;1013.47
132.00;0.00;0.00;0.00;0.00;0.00;252.39;Zero/default;0.00;0.00;bike7;169923245#1_1;0.00;47.65;!bike7!var#1;5.02;bike_bicycle;0.00;1910.83;986.97
132.00;0.00;0.00;0.00;0.00;0.00;81.33;Zero/default;0.00;0.00;bike8;380698885#5_1;0.00;80.55;!bike8!var#1;5.49;bike_bicycle;0.00;1527.08;1114.51
132.00;0.00;0.00;0.00;0.00;0.00;175.19;Zero/default;0.00;0.00;bike9;152907246_1;0.00;73.83;!bike9!var#1;5.27;bike_bicycle;0.00;778.76;773.86
