timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
54.00;129.01;8692.75;0.80;3.72;0.18;348.53;HBEFA3/PC_G_EU4;0.00;3.74;veh12;-169923326#0_1;70.17;42.84;!veh12!var#1;13.23;veh_passenger;0.00;1132.54;1106.87
54.00;13.99;3207.38;0.14;1.12;0.03;221.42;HBEFA3/PC_G_EU4;0.00;1.38;veh13;169359373#0_1;64.97;59.07;!veh13!var#1;13.55;veh_passenger;0.00;2002.09;738.82
54.00;0.00;0.00;0.00;0.00;0.00;236.84;HBEFA3/PC_G_EU4;0.00;0.00;veh14;169923245#1_1;63.19;149.54;!veh14!var#1;12.90;veh_passenger;0.00;1822.76;937.54
54.00;82.80;3064.89;0.45;1.25;0.05;349.79;HBEFA3/PC_G_EU4;0.00;1.32;veh15;152907141#3_2;61.32;64.94;!veh15!var#1;6.00;veh_passenger;0.00;1122.34;747.64
54.00;0.00;0.00;0.00;0.00;0.00;126.00;HBEFA3/PC_G_EU4;0.00;0.00;veh16;152907402#0_1;61.46;82.55;!veh16!var#1;10.66;veh_passenger;0.00;722.75;821.76
54.00;55.39;4647.67;0.36;1.84;0.07;307.93;HBEFA3/PC_G_EU4;0.00;2.00;veh17;373344070#0_1;65.52;176.31;!veh17!var#1;11.88;veh_passenger;0.00;1256.10;333.27
54.00;0.00;0.00;0.00;0.00;0.00;148.23;HBEFA3/PC_G_EU4;0.00;0.00;veh18;:1668538585_21_0;51.74;0.10;!veh18!var#1;3.32;veh_passenger;0.00;1479.35;865.71
54.00;23.99;3492.90;0.19;1.27;0.04;164.92;HBEFA3/PC_G_EU4;0.00;1.50;veh19;-154289445_1;64.86;142.63;!veh19!var#1;12.93;veh_passenger;0.00;1740.16;1878.94
54.00;0.00;0.00;0.00;0.00;0.00;315.71;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:1674805767_4_0;57.30;2.53;!veh2!var#1;6.83;veh_passenger;0.00;1840.39;740.72
54.00;0.00;0.00;0.00;0.00;0.00;211.50;HBEFA3/PC_G_EU4;0.00;0.00;veh20;:3529486363_1_0;56.76;3.66;!veh20!var#1;2.93;veh_passenger;0.00;1058.00;1166.39
54.00;123.01;8138.69;0.76;3.48;0.16;65.50;HBEFA3/PC_G_EU4;0.00;3.50;veh21;169923248#1_1;69.63;49.45;!veh21!var#1;12.45;veh_passenger;0.00;1775.83;867.67
54.00;0.00;0.00;0.00;0.00;0.00;141.15;HBEFA3/PC_G_EU4;0.00;0.00;veh23;-225052896#3_1;65.57;36.53;!veh23!var#1;15.66;veh_passenger;0.00;1877.31;1260.18
54.00;164.78;2624.72;0.81;1.20;0.07;268.11;HBEFA3/PC_G_EU4;0.00;1.13;veh24;169923249#1_1;55.94;5.10;!veh24!var#1;0.00;veh_passenger;0.00;2461.91;1382.80
54.00;4.40;2862.09;0.08;0.95;0.03;32.25;HBEFA3/PC_G_EU4;0.00;1.23;veh3;:1656776026_7_0;64.95;5.32;!veh3!var#1;13.95;veh_passenger;0.00;840.55;982.51
54.00;59.97;5412.68;0.40;2.17;0.09;260.43;HBEFA3/PC_G_EU4;0.00;2.33;veh4;-380698885#1_1;66.78;19.54;!veh4!var#1;13.46;veh_passenger;0.00;1114.16;1054.45
54.00;8.02;3233.25;0.11;1.11;0.03;81.20;HBEFA3/PC_G_EU4;0.00;1.39;veh5;:1656776124_9_0;65.60;0.18;!veh5!var#1;14.65;veh_passenger;0.00;952.22;897.00
54.00;9.04;2936.49;0.11;1.00;0.03;237.98;HBEFA3/PC_G_EU4;0.00;1.26;veh6;169923245#1_1;64.71;108.88;!veh6!var#1;13.45;veh_passenger;0.00;1856.63;959.68
54.00;42.10;4068.32;0.29;1.57;0.06;169.77;HBEFA3/PC_G_EU4;0.00;1.75;veh7;-154300830#1_1;64.98;52.39;!veh7!var#1;12.06;veh_passenger;0.00;1566.76;939.61
54.00;25.25;3270.88;0.19;1.19;0.04;167.40;HBEFA3/PC_G_EU4;0.00;1.41;veh8;225052939#0_1;64.24;422.94;!veh8!var#1;12.12;veh_passenger;0.00;2075.55;1677.62
54.00;0.00;0.00;0.00;0.00;0.00;1.27;HBEFA3/PC_G_EU4;0.00;0.00;veh9;:1810807104_3_0;62.74;17.69;!veh9!var#1;12.12;veh_passenger;0.00;1694.98;792.69
55.00;0.00;0.00;0.00;0.00;0.00;221.51;Zero/default;0.00;0.00;bike0;169923322#0_1;0.00;46.44;!bike0!var#1;5.09;bike_bicycle;0.00;1914.53;834.01
55.00;0.00;0.00;0.00;0.00;0.00;169.44;Zero/default;0.00;0.00;bike1;154301746#1_1;0.00;4.83;!bike1!var#1;5.35;bike_bicycle;0.00;1952.28;1053.53
55.00;0.00;0.00;0.00;0.00;0.00;211.63;Zero/default;0.00;0.00;bike10;247366415#3_1;0.00;57.14;!bike10!var#1;5.04;bike_bicycle;0.00;680.93;925.07
55.00;0.00;0.00;0.00;0.00;0.00;260.70;Zero/default;0.00;0.00;bike11;-380698883#4_1;0.00;38.00;!bike11!var#1;5.40;bike_bicycle;0.00;1556.53;747.94
55.00;0.00;0.00;0.00;0.00;0.00;170.52;Zero/default;0.00;0.00;bike12;512705359_1;0.00;27.68;!bike12!var#1;5.03;bike_bicycle;0.00;1782.05;1081.20
55.00;0.00;0.00;0.00;0.00;0.00;262.01;Zero/default;0.00;0.00;bike13;-154301748#0_1;0.00;2.80;!bike13!var#1;1.10;bike_bicycle;0.00;1106.70;1175.89
55.00;0.00;0.00;0.00;0.00;0.00;311.05;Zero/default;0.00;0.00;bike2;-225052910#2_1;0.00;32.58;!bike2!var#1;5.48;bike_bicycle;0.00;1950.75;441.69
55.00;0.00;0.00;0.00;0.00;0.00;169.45;Zero/default;0.00;0.00;bike3;380698884#2_2;0.00;87.58;!bike3!var#1;5.48;bike_bicycle;0.00;1099.19;702.87
55.00;0.00;0.00;0.00;0.00;0.00;349.79;Zero/default;0.00;0.00;bike4;152907141#3_2;0.00;80.62;!bike4!var#1;5.17;bike_bicycle;0.00;1119.56;763.08
55.00;0.00;0.00;0.00;0.00;0.00;168.54;Zero/default;0.00;0.00;bike5;169923326#0_1;0.00;50.29;!bike5!var#1;5.46;bike_bicycle;0.00;1126.85;1118.85
55.00;0.00;0.00;0.00;0.00;0.00;205.92;Zero/default;0.00;0.00;bike7;169923249#3_1;0.00;22.56;!bike7!var#1;5.52;bike_bicycle;0.00;2256.82;1112.73
55.00;0.00;0.00;0.00;0.00;0.00;350.83;Zero/default;0.00;0.00;bike8;-169923326#1_1;0.00;100.31;!bike8!var#1;5.39;bike_bicycle;0.00;1145.47;1039.44
55.00;0.00;0.00;0.00;0.00;0.00;302.84;Zero/default;0.00;0.00;bike9;247366420#0_1;0.00;80.30;!bike9!var#1;5.14;bike_bicycle;0.00;801.15;1091.51
55.00;47.18;32955.26;8.42;248.16;5.05;350.10;HBEFA3/Bus;0.00;14.05;bus0;152907141#0_1;78.85;40.82;!bus0!var#1;10.14;bus_bus;0.00;1148.54;617.34
55.00;0.00;0.00;0.00;0.00;0.00;350.02;HBEFA3/Bus;0.00;0.00;bus2;380091877#4_1;69.20;62.20;!bus2!var#1;11.55;bus_bus;0.00;1659.96;995.71
55.00;48.11;33956.20;8.55;254.84;5.16;119.73;HBEFA3/Bus;0.00;14.48;bus3;152907293#1_1;79.05;38.55;!bus3!var#1;10.60;bus_bus;0.00;755.13;954.89
55.00;0.00;0.00;0.00;0.00;0.00;311.07;HBEFA3/Bus;0.00;0.00;bus4;-225052910#0_1;60.30;53.29;!bus4!var#1;5.38;bus_bus;0.00;1839.86;538.32
55.00;20.17;5286.17;4.85;60.75;2.01;131.07;HBEFA3/Bus;0.00;2.25;bus5;225052910#1_1;67.11;50.87;!bus5!var#1;0.00;bus_bus;11.00;1927.38;457.81
55.00;0.00;0.00;0.00;0.00;0.00;80.61;HBEFA3/Bus;0.00;0.00;bus6;380698887#5_1;51.11;89.46;!bus6!var#1;1.99;bus_bus;0.00;1653.47;1012.82
55.00;36.53;22138.05;7.02;174.70;3.85;167.90;HBEFA3/Bus;0.00;9.44;bus7;-154300830#3_1;76.52;36.13;!bus7!var#1;6.37;bus_bus;0.00;1521.84;1197.67
55.00;0.00;0.00;0.00;0.00;0.00;171.86;HBEFA3/Bus;0.00;0.00;bus8;247366426_1;73.82;25.54;!bus8!var#1;13.44;bus_bus;0.00;1355.63;1581.23
55.00;0.00;0.00;0.00;0.00;0.00;262.94;HBEFA3/LDV_G_EU6;0.00;0.00;moto1;169923245#1_1;57.39;16.27;!moto1!var#1;8.84;moto_motorcycle;0.00;1941.28;993.41
55.00;0.00;0.00;0.00;0.00;0.00;339.11;HBEFA3/LDV_G_EU6;0.00;0.00;moto2;:1668540211_1_0;50.74;5.49;!moto2!var#1;5.81;moto_motorcycle;0.00;1612.40;1257.30
55.00;0.00;0.00;0.00;0.00;0.00;40.70;HBEFA3/LDV_G_EU6;0.00;0.00;moto3;152907324#1_1;59.25;62.53;!moto3!var#1;9.57;moto_motorcycle;0.00;643.60;727.89
55.00;45.42;2446.34;0.22;0.61;0.07;349.99;HBEFA3/LDV_G_EU6;0.00;1.05;moto4;154300830#0_1;61.85;35.20;!moto4!var#1;9.31;moto_motorcycle;0.00;1595.65;795.78
55.00;549.64;13760.13;2.48;2.81;0.87;230.69;HBEFA3/LDV_G_EU6;0.00;5.92;moto5;:319063642_1_2;80.36;8.61;!moto5!var#1;9.79;moto_motorcycle;0.00;1156.06;567.50
55.00;766.02;19211.51;3.48;3.88;1.23;131.37;HBEFA3/LDV_G_EU6;0.00;8.26;moto6;155035508#2_1;84.30;3.10;!moto6!var#1;12.43;moto_motorcycle;0.00;1795.71;775.30
55.00;108.51;1628.22;0.41;0.41;0.11;142.83;HBEFA3/LDV_G_EU6;0.00;0.70;moto7;-225052896#0_1;58.07;2.54;!moto7!var#1;3.63;moto_motorcycle;0.00;1949.35;1168.03
55.00;409.33;9077.32;1.78;1.88;0.60;260.35;HBEFA3/LDV_G_EU6;0.00;3.90;moto8;-380698881#4_1;81.67;7.67;!moto8!var#1;5.37;moto_motorcycle;0.00;1564.70;876.10
55.00;37.47;28390.01;0.00;232.89;4.39;349.79;HBEFA3/HDV;0.00;12.04;truck0;152907141#3_1;77.78;23.22;!truck0!var#1;13.86;truck_truck;0.00;1132.88;707.16
55.00;0.00;0.00;0.00;0.00;0.00;163.14;HBEFA3/HDV;0.00;0.00;truck11;:1668486794_13_0;74.59;9.89;!truck11!var#1;13.25;truck_truck;0.00;2217.66;1129.18
55.00;0.00;0.00;0.00;0.00;0.00;321.89;HBEFA3/HDV;0.00;0.00;truck12;130888849_1;73.40;62.90;!truck12!var#1;11.58;truck_truck;0.00;2156.52;900.64
55.00;42.13;32312.91;0.00;268.01;4.96;349.54;HBEFA3/HDV;0.00;13.70;truck13;-169923326#2_1;77.86;66.29;!truck13!var#1;10.02;truck_truck;0.00;1171.70;883.99
55.00;29.85;21534.02;0.00;179.21;3.56;164.92;HBEFA3/HDV;0.00;9.13;truck14;-154289445_1;76.74;104.59;!truck14!var#1;13.96;truck_truck;0.00;1730.26;1915.69
55.00;22.33;14057.97;0.00;132.70;2.92;200.13;HBEFA3/HDV;0.00;5.96;truck15;-205860388#2_1;72.48;17.30;!truck15!var#1;3.74;truck_truck;0.00;2034.84;460.63
55.00;18.05;10014.98;0.00;104.26;2.50;311.34;HBEFA3/HDV;0.00;4.25;truck16;-155035508#1_1;73.35;8.24;!truck16!var#1;1.04;truck_truck;0.00;1778.49;794.72
55.00;50.34;39763.12;0.00;325.13;5.84;260.61;HBEFA3/HDV;0.00;16.86;truck2;-380698887#5_1;79.63;44.69;!truck2!var#1;10.95;truck_truck;0.00;1609.02;1008.72
55.00;33.72;24558.61;0.00;210.52;4.09;174.10;HBEFA3/HDV;0.00;10.41;truck3;:cluster_1656776137_1656776147_17_0;75.93;4.10;!truck3!var#1;7.37;truck_truck;0.00;773.17;871.34
55.00;36.42;26952.88;0.00;229.83;4.40;310.91;HBEFA3/HDV;0.00;11.43;truck4;:1674805786_5_0;77.08;11.08;!truck4!var#1;6.84;truck_truck;0.00;1781.53;588.51
55.00;0.00;0.00;0.00;0.00;0.00;41.28;HBEFA3/HDV;0.00;0.00;truck5;-169359373#1_1;66.88;126.29;!truck5!var#1;9.79;truck_truck;0.00;1921.49;642.13
55.00;41.63;32128.66;0.00;262.16;4.84;258.94;HBEFA3/HDV;0.00;13.62;truck6;-380698885#6_1;78.39;79.77;!truck6!var#1;13.80;truck_truck;0.00;1551.28;1121.91
55.00;28.95;20759.85;0.00;172.55;3.45;261.33;HBEFA3/HDV;0.00;8.80;truck7;-380698885#4_1;76.89;73.33;!truck7!var#1;14.49;truck_truck;0.00;1359.89;1092.24
55.00;0.00;0.00;0.00;0.00;0.00;170.84;HBEFA3/HDV;0.00;0.00;truck8;247366426_1;70.31;365.50;!truck8!var#1;11.76;truck_truck;0.00;1409.67;1245.65
55.00;46.47;36209.05;0.00;298.63;5.44;311.06;HBEFA3/HDV;0.00;15.35;truck9;-225052910#1_1;78.92;22.50;!truck9!var#1;9.86;truck_truck;0.00;1912.59;474.94
55.00;0.00;0.00;0.00;0.00;0.00;272.05;HBEFA3/PC_G_EU4;0.00;0.00;veh0;:1674514521_1_0;61.24;7.62;!veh0!var#1;10.67;veh_passenger;0.00;1963.04;993.98
55.00;0.00;0.00;0.00;0.00;0.00;41.50;HBEFA3/PC_G_EU4;0.00;0.00;veh1;-169923322#0_1;62.90;141.88;!veh1!var#1;12.21;veh_passenger;0.00;1935.55;852.94
55.00;0.00;0.00;0.00;0.00;0.00;221.42;HBEFA3/PC_G_EU4;0.00;0.00;veh10;169359373#0_1;63.00;144.77;!veh10!var#1;12.01;veh_passenger;0.00;1945.44;674.59
55.00;18.33;4032.16;0.18;1.45;0.05;350.67;HBEFA3/PC_G_EU4;0.00;1.73;veh11;169923278#1_1;66.76;71.24;!veh11!var#1;15.90;veh_passenger;0.00;1620.29;1213.10
55.00;42.78;4706.66;0.31;1.82;0.07;348.53;HBEFA3/PC_G_EU4;0.00;2.02;veh12;-169923326#0_1;66.31;56.72;!veh12!var#1;13.88;veh_passenger;0.00;1129.78;1120.48
55.00;0.00;0.00;0.00;0.00;0.00;221.42;HBEFA3/PC_G_EU4;0.00;0.00;veh13;169359373#0_1;63.01;72.16;!veh13!var#1;13.09;veh_passenger;0.00;1993.44;729.01
55.00;0.00;0.00;0.00;0.00;0.00;235.52;HBEFA3/PC_G_EU4;0.00;0.00;veh14;169923245#1_1;62.00;161.79;!veh14!var#1;12.25;veh_passenger;0.00;1812.62;930.78
55.00;0.00;0.00;0.00;0.00;0.00;349.79;HBEFA3/PC_G_EU4;0.00;0.00;veh15;152907141#3_2;53.37;69.65;!veh15!var#1;4.71;veh_passenger;0.00;1121.50;752.28
55.00;48.75;4107.69;0.32;1.60;0.06;95.49;HBEFA3/PC_G_EU4;0.00;1.77;veh16;152907402#0_1;64.73;93.88;!veh16!var#1;11.32;veh_passenger;0.00;733.04;818.63
55.00;0.00;0.00;0.00;0.00;0.00;314.86;HBEFA3/PC_G_EU4;0.00;0.00;veh17;373344070#0_1;60.56;187.34;!veh17!var#1;11.03;veh_passenger;0.00;1248.28;341.05
55.00;0.00;0.00;0.00;0.00;0.00;88.52;HBEFA3/PC_G_EU4;0.00;0.00;veh18;:1668538585_21_0;51.89;2.27;!veh18!var#1;2.17;veh_passenger;0.00;1480.56;867.43
55.00;13.58;3062.59;0.13;1.06;0.03;164.92;HBEFA3/PC_G_EU4;0.00;1.32;veh19;-154289445_1;64.63;155.78;!veh19!var#1;13.15;veh_passenger;0.00;1743.59;1866.23
55.00;0.00;0.00;0.00;0.00;0.00;16.92;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:1674805767_4_0;57.16;8.80;!veh2!var#1;6.27;veh_passenger;0.00;1841.40;746.49
55.00;113.72;3122.45;0.59;1.33;0.06;100.85;HBEFA3/PC_G_EU4;0.00;1.34;veh20;154301748#0_1;61.41;2.80;!veh20!var#1;3.81;veh_passenger;0.00;1061.68;1166.34
55.00;26.87;3608.86;0.21;1.33;0.05;72.41;HBEFA3/PC_G_EU4;0.00;1.55;veh21;169923248#1_1;64.92;62.30;!veh21!var#1;12.85;veh_passenger;0.00;1788.15;871.64
55.00;0.00;0.00;0.00;0.00;0.00;141.15;HBEFA3/PC_G_EU4;0.00;0.00;veh23;-225052896#3_1;64.33;51.62;!veh23!var#1;15.09;veh_passenger;0.00;1886.78;1248.43
55.00;147.47;3294.37;0.75;1.47;0.07;268.11;HBEFA3/PC_G_EU4;0.00;1.42;veh24;169923249#1_1;64.74;6.94;!veh24!var#1;1.84;veh_passenger;0.00;2460.08;1382.74
55.00;0.00;0.00;0.00;0.00;0.00;32.25;HBEFA3/PC_G_EU4;0.00;0.00;veh3;:1656776026_7_0;64.32;19.17;!veh3!var#1;13.85;veh_passenger;0.00;847.94;994.23
55.00;48.58;5077.95;0.34;1.99;0.08;260.43;HBEFA3/PC_G_EU4;0.00;2.18;veh4;-380698885#1_1;66.74;33.73;!veh4!var#1;14.19;veh_passenger;0.00;1100.16;1052.09
55.00;44.96;5197.53;0.33;2.02;0.08;80.83;HBEFA3/PC_G_EU4;0.00;2.23;veh5;152907345#2_1;67.27;1.03;!veh5!var#1;15.33;veh_passenger;0.00;967.36;899.43
55.00;0.00;0.00;0.00;0.00;0.00;236.84;HBEFA3/PC_G_EU4;0.00;0.00;veh6;169923245#1_1;61.76;121.40;!veh6!var#1;12.53;veh_passenger;0.00;1846.20;952.86
55.00;0.00;0.00;0.00;0.00;0.00;169.77;HBEFA3/PC_G_EU4;0.00;0.00;veh7;-154300830#1_1;62.84;64.32;!veh7!var#1;11.93;veh_passenger;0.00;1568.88;927.87
55.00;7.17;2416.57;0.09;0.78;0.02;167.40;HBEFA3/PC_G_EU4;0.00;1.04;veh8;225052939#0_1;63.53;435.12;!veh8!var#1;12.18;veh_passenger;0.00;2078.21;1665.73
55.00;50.51;4762.77;0.34;1.87;0.08;356.70;HBEFA3/PC_G_EU4;0.00;2.05;veh9;:1810807091_1_0;65.98;8.77;!veh9!var#1;12.87;veh_passenger;0.00;1694.70;805.30
56.00;0.00;0.00;0.00;0.00;0.00;221.51;Zero/default;0.00;0.00;bike0;169923322#0_1;0.00;51.95;!bike0!var#1;5.51;bike_bicycle;0.00;1910.87;829.89
56.00;0.00;0.00;0.00;0.00;0.00;169.44;Zero/default;0.00;0.00;bike1;154301746#1_1;0.00;10.25;!bike1!var#1;5.42;bike_bicycle;0.00;1953.28;1048.21
56.00;0.00;0.00;0.00;0.00;0.00;211.63;Zero/default;0.00;0.00;bike10;247366415#3_1;0.00;62.53;!bike10!var#1;5.39;bike_bicycle;0.00;678.10;920.48
56.00;0.00;0.00;0.00;0.00;0.00;260.70;Zero/default;0.00;0.00;bike11;-380698883#4_1;0.00;43.46;!bike11!var#1;5.46;bike_bicycle;0.00;1551.14;747.05
56.00;0.00;0.00;0.00;0.00;0.00;170.52;Zero/default;0.00;0.00;bike12;512705359_1;0.00;33.13;!bike12!var#1;5.44;bike_bicycle;0.00;1782.95;1075.83
56.00;0.00;0.00;0.00;0.00;0.00;262.01;Zero/default;0.00;0.00;bike13;-154301748#0_1;0.00;4.90;!bike13!var#1;2.10;bike_bicycle;0.00;1104.62;1175.60
56.00;0.00;0.00;0.00;0.00;0.00;311.05;Zero/default;0.00;0.00;bike2;-225052910#2_1;0.00;37.59;!bike2!var#1;5.01;bike_bicycle;0.00;1946.97;444.98
56.00;0.00;0.00;0.00;0.00;0.00;169.45;Zero/default;0.00;0.00;bike3;380698884#2_2;0.00;92.57;!bike3!var#1;5.00;bike_bicycle;0.00;1100.11;697.96
56.00;0.00;0.00;0.00;0.00;0.00;349.79;Zero/default;0.00;0.00;bike4;152907141#3_2;0.00;86.14;!bike4!var#1;5.52;bike_bicycle;0.00;1118.58;768.51
56.00;0.00;0.00;0.00;0.00;0.00;168.54;Zero/default;0.00;0.00;bike5;169923326#0_1;0.00;55.57;!bike5!var#1;5.28;bike_bicycle;0.00;1127.90;1113.67
56.00;0.00;0.00;0.00;0.00;0.00;205.92;Zero/default;0.00;0.00;bike7;169923249#3_1;0.00;27.87;!bike7!var#1;5.31;bike_bicycle;0.00;2254.50;1107.96
56.00;0.00;0.00;0.00;0.00;0.00;350.83;Zero/default;0.00;0.00;bike8;-169923326#1_1;0.00;105.41;!bike8!var#1;5.10;bike_bicycle;0.00;1144.65;1044.48
56.00;0.00;0.00;0.00;0.00;0.00;302.84;Zero/default;0.00;0.00;bike9;247366420#0_1;0.00;84.37;!bike9!var#1;4.07;bike_bicycle;0.00;797.74;1093.72
56.00;40.39;27419.05;7.69;207.90;4.33;350.12;HBEFA3/Bus;0.00;11.69;bus0;:4370455840_1_0;77.32;1.06;!bus0!var#1;10.94;bus_bus;0.00;1146.66;628.12
56.00;0.00;0.00;0.00;0.00;0.00;350.04;HBEFA3/Bus;0.00;0.00;bus2;380091877#4_1;64.43;70.06;!bus2!var#1;7.86;bus_bus;0.00;1658.60;1003.45
56.00;37.26;24839.01;7.35;189.20;4.00;119.73;HBEFA3/Bus;0.00;10.59;bus3;152907293#1_1;76.74;49.80;!bus3!var#1;11.25;bus_bus;0.00;764.90;949.32
56.00;30.56;16861.20;6.34;137.33;3.21;310.97;HBEFA3/Bus;0.00;7.19;bus4;:1674805791_5_0;74.14;4.57;!bus4!var#1;6.11;bus_bus;0.00;1835.24;542.32
56.00;0.00;0.00;0.00;0.00;0.00;131.07;HBEFA3/Bus;0.00;0.00;bus5;225052910#1_1;67.11;50.87;!bus5!var#1;0.00;bus_bus;12.00;1927.38;457.81
56.00;0.00;0.00;0.00;0.00;0.00;80.61;HBEFA3/Bus;0.00;0.00;bus6;380698887#5_1;56.33;89.51;!bus6!var#1;0.06;bus_bus;1.00;1653.53;1012.83
56.00;36.62;22636.32;7.09;177.29;3.88;167.90;HBEFA3/Bus;0.00;9.65;bus7;-154300830#3_1;76.20;43.49;!bus7!var#1;7.36;bus_bus;0.00;1523.39;1190.47
56.00;26.92;16878.43;6.30;130.15;2.93;171.86;HBEFA3/Bus;0.00;7.20;bus8;247366426_1;76.05;39.14;!bus8!var#1;13.59;bus_bus;0.00;1357.55;1567.77
56.00;308.57;8777.94;1.42;1.85;0.50;262.13;HBEFA3/LDV_G_EU6;0.00;3.77;moto1;169923245#1_1;70.88;27.40;!moto1!var#1;11.13;moto_motorcycle;0.00;1930.31;991.90
56.00;0.00;0.00;0.00;0.00;0.00;305.60;HBEFA3/LDV_G_EU6;0.00;0.00;moto2;:1668540211_1_0;48.25;8.86;!moto2!var#1;3.37;moto_motorcycle;0.00;1610.14;1259.54
56.00;72.73;3260.87;0.35;0.77;0.12;40.70;HBEFA3/LDV_G_EU6;0.00;1.40;moto3;152907324#1_1;63.23;72.56;!moto3!var#1;10.03;moto_motorcycle;0.00;650.14;735.50
56.00;110.73;4120.22;0.52;0.94;0.18;349.99;HBEFA3/LDV_G_EU6;0.00;1.77;moto4;154300830#0_1;64.40;45.29;!moto4!var#1;10.09;moto_motorcycle;0.00;1593.90;805.71
56.00;794.53;20221.10;3.63;4.07;1.29;257.83;HBEFA3/LDV_G_EU6;0.00;8.69;moto5;169923247#1_3;82.84;0.39;!moto5!var#1;14.51;moto_motorcycle;0.00;1142.06;563.36
56.00;68.84;3855.03;0.37;0.89;0.13;131.37;HBEFA3/LDV_G_EU6;0.00;1.66;moto6;155035508#2_1;65.03;15.97;!moto6!var#1;12.87;moto_motorcycle;0.00;1805.36;766.80
56.00;627.87;15327.02;2.82;3.11;0.99;142.83;HBEFA3/LDV_G_EU6;0.00;6.59;moto7;-225052896#0_1;84.34;11.77;!moto7!var#1;9.23;moto_motorcycle;0.00;1954.92;1160.68
56.00;410.54;10443.07;1.85;2.16;0.64;260.35;HBEFA3/LDV_G_EU6;0.00;4.49;moto8;-380698881#4_1;75.67;16.67;!moto8!var#1;9.01;moto_motorcycle;0.00;1555.82;874.58
56.00;0.00;0.00;0.00;0.00;0.00;349.79;HBEFA3/HDV;0.00;0.00;truck0;152907141#3_1;75.40;37.04;!truck0!var#1;13.81;truck_truck;0.00;1130.43;720.75
56.00;0.00;0.00;0.00;0.00;0.00;163.14;HBEFA3/HDV;0.00;0.00;truck11;225052895#1_1;74.27;7.77;!truck11!var#1;13.02;truck_truck;0.00;2221.44;1116.72
56.00;0.00;0.00;0.00;0.00;0.00;321.89;HBEFA3/HDV;0.00;0.00;truck12;130888849_1;63.98;70.48;!truck12!var#1;7.58;truck_truck;0.00;2151.84;906.60
56.00;35.85;26707.54;0.00;223.44;4.27;349.54;HBEFA3/HDV;0.00;11.32;truck13;-169923326#2_1;76.52;76.98;!truck13!var#1;10.69;truck_truck;0.00;1169.76;894.50
56.00;0.00;0.00;0.00;0.00;0.00;164.92;HBEFA3/HDV;0.00;0.00;truck14;-154289445_1;74.13;118.17;!truck14!var#1;13.58;truck_truck;0.00;1733.79;1902.57
56.00;30.49;21487.84;0.00;189.34;3.78;200.13;HBEFA3/HDV;0.00;9.11;truck15;-205860388#2_1;76.06;22.25;!truck15!var#1;4.95;truck_truck;0.00;2033.16;456.07
56.00;19.14;11053.41;0.00;111.46;2.61;311.34;HBEFA3/HDV;0.00;4.69;truck16;-155035508#1_1;72.23;10.06;!truck16!var#1;1.82;truck_truck;0.00;1777.13;795.93
56.00;44.31;34403.78;0.00;282.20;5.17;260.61;HBEFA3/HDV;0.00;14.59;truck2;-380698887#5_1;78.40;56.55;!truck2!var#1;11.86;truck_truck;0.00;1597.32;1006.79
56.00;0.00;0.00;0.00;0.00;0.00;98.85;HBEFA3/HDV;0.00;0.00;truck3;:cluster_1656776137_1656776147_17_0;70.74;11.37;!truck3!var#1;7.27;truck_truck;0.00;780.11;870.21
56.00;40.93;31100.46;0.00;260.78;4.86;311.13;HBEFA3/HDV;0.00;13.19;truck4;-225052927#2_1;77.95;4.70;!truck4!var#1;8.09;truck_truck;0.00;1775.43;593.82
56.00;0.00;0.00;0.00;0.00;0.00;41.28;HBEFA3/HDV;0.00;0.00;truck5;-169359373#1_1;62.13;132.59;!truck5!var#1;6.31;truck_truck;0.00;1925.66;646.87
56.00;52.17;41672.61;0.00;335.63;5.97;260.19;HBEFA3/HDV;0.00;17.67;truck6;:1668538600_1_0;80.24;10.57;!truck6!var#1;14.74;truck_truck;0.00;1536.78;1119.31
56.00;0.00;0.00;0.00;0.00;0.00;261.32;HBEFA3/HDV;0.00;0.00;truck7;:1668526831_1_0;75.73;3.99;!truck7!var#1;14.42;truck_truck;0.00;1345.64;1090.07
56.00;0.00;0.00;0.00;0.00;0.00;170.84;HBEFA3/HDV;0.00;0.00;truck8;247366426_1;64.48;373.42;!truck8!var#1;7.92;truck_truck;0.00;1410.93;1237.83
56.00;38.52;29110.18;0.00;242.25;4.56;311.06;HBEFA3/HDV;0.00;12.34;truck9;-225052910#1_1;77.08;33.16;!truck9!var#1;10.65;truck_truck;0.00;1904.56;481.94
56.00;0.00;0.00;0.00;0.00;0.00;269.10;HBEFA3/PC_G_EU4;0.00;0.00;veh0;169923245#1_1;60.18;4.45;!veh0!var#1;10.05;veh_passenger;0.00;1953.02;993.83
56.00;0.00;0.00;0.00;0.00;0.00;41.50;HBEFA3/PC_G_EU4;0.00;0.00;veh1;-169923322#0_1;62.65;153.86;!veh1!var#1;11.98;veh_passenger;0.00;1943.48;861.92
